user_id,item_id,rating,timestamp
1,252,2,1997-09-26T02:24:37Z
1,105,2,1997-09-26T02:25:39Z
1,148,2,1997-09-26T02:26:39Z
1,108,5,1997-09-26T02:28:40Z
1,147,3,1997-09-26T02:29:53Z
1,243,1,1997-09-26T02:36:30Z
1,220,3,1997-09-26T02:36:30Z
1,106,4,1997-09-26T02:36:30Z
1,122,3,1997-09-26T02:38:18Z
1,104,1,1997-09-26T02:40:19Z
1,107,4,1997-09-26T02:40:19Z
1,247,1,1997-09-26T02:40:19Z
1,120,1,1997-09-26T02:40:37Z
1,45,5,1997-09-26T02:41:27Z
1,268,5,1997-10-01T08:02:07Z
1,267,4,1997-10-01T08:02:35Z
1,259,1,1997-10-01T08:02:59Z
1,261,1,1997-10-01T08:03:12Z
1,263,1,1997-10-01T08:03:27Z
1,10,3,1997-10-01T08:05:18Z
1,150,5,1997-10-15T05:09:56Z
1,234,4,1997-10-15T05:12:35Z
1,92,3,1997-10-15T05:13:45Z
1,71,3,1997-10-15T05:13:45Z
1,42,5,1997-10-15T05:13:45Z
1,176,5,1997-10-15T05:14:28Z
1,91,5,1997-10-15T05:17:16Z
1,193,4,1997-10-15T05:17:34Z
1,217,3,1997-10-15T05:17:56Z
1,177,5,1997-10-15T05:18:21Z
1,216,5,1997-10-15T05:18:21Z
1,194,4,1997-10-15T05:19:03Z
1,73,3,1997-10-15T05:19:34Z
1,59,5,1997-10-15T05:20:17Z
1,133,4,1997-10-15T05:20:18Z
1,41,2,1997-10-15T05:20:18Z
1,195,5,1997-10-15T05:20:55Z
1,218,3,1997-10-15T05:20:56Z
1,170,5,1997-10-15T05:20:56Z
1,213,2,1997-10-15T05:21:36Z
1,157,4,1997-10-15T05:21:58Z
1,223,5,1997-10-15T05:21:58Z
1,227,4,1997-10-15T05:22:26Z
1,27,2,1997-10-15T05:22:26Z
1,80,4,1997-10-15T05:23:28Z
1,231,1,1997-10-15T05:23:51Z
1,67,3,1997-10-15T05:24:14Z
1,200,3,1997-10-15T05:24:58Z
1,119,5,1997-10-15T05:24:58Z
1,4,3,1997-10-15T05:25:19Z
1,215,3,1997-10-15T05:25:45Z
1,164,3,1997-10-15T05:26:11Z
1,2,3,1997-10-15T05:26:11Z
1,206,4,1997-10-15T05:26:45Z
1,77,4,1997-10-15T05:26:45Z
1,53,3,1997-10-15T05:26:46Z
1,136,3,1997-10-15T05:26:46Z
1,40,3,1997-10-15T05:27:10Z
1,46,4,1997-10-15T05:27:10Z
1,153,3,1997-10-15T05:27:10Z
1,269,5,1997-10-22T01:07:07Z
1,254,1,1997-11-03T07:16:32Z
1,115,5,1997-11-03T07:20:37Z
1,173,5,1997-11-03T07:23:23Z
1,211,3,1997-11-03T07:26:10Z
1,229,4,1997-11-03T07:27:55Z
1,155,2,1997-11-03T07:30:01Z
1,203,4,1997-11-03T07:30:31Z
1,62,3,1997-11-03T07:31:22Z
1,90,4,1997-11-03T07:31:40Z
1,219,1,1997-11-03T07:32:07Z
1,167,2,1997-11-03T07:33:03Z
1,61,4,1997-11-03T07:33:40Z
1,230,4,1997-11-03T07:33:40Z
1,162,4,1997-11-03T07:33:40Z
1,35,1,1997-11-03T07:33:40Z
1,265,4,1997-11-03T07:34:01Z
1,112,1,1997-11-03T07:34:01Z
1,57,5,1997-11-03T07:34:19Z
1,49,3,1997-11-03T07:34:38Z
1,30,3,1997-11-03T07:35:15Z
1,233,2,1997-11-03T07:35:52Z
1,131,1,1997-11-03T07:35:52Z
1,82,5,1997-11-03T07:36:29Z
1,152,5,1997-11-03T07:36:29Z
1,141,3,1997-11-03T07:36:48Z
1,72,4,1997-11-03T07:37:58Z
1,33,4,1997-11-03T07:38:19Z
1,158,3,1997-11-03T07:38:19Z
1,198,5,1997-11-03T07:38:37Z
1,113,5,1997-11-03T07:38:58Z
1,225,2,1997-11-03T07:38:58Z
1,21,1,1997-11-03T07:39:32Z
1,149,2,1997-11-03T07:39:51Z
1,88,4,1997-11-03T07:39:51Z
1,103,1,1997-11-03T07:40:45Z
1,239,4,1997-11-03T07:40:45Z
1,110,1,1997-11-03T07:40:45Z
1,101,2,1997-11-03T07:40:45Z
1,34,2,1997-11-03T07:41:09Z
1,43,4,1997-11-03T07:41:09Z
1,29,1,1997-11-03T07:41:09Z
1,132,4,1997-11-03T07:41:29Z
1,210,4,1997-11-03T07:41:49Z
1,205,3,1997-11-03T07:41:49Z
1,125,3,1997-11-03T07:42:40Z
1,12,5,1997-11-03T07:42:40Z
1,201,3,1997-11-03T07:42:40Z
1,208,5,1997-11-03T07:42:40Z
1,116,3,1997-11-03T07:42:40Z
1,58,4,1997-11-03T07:42:40Z
1,3,4,1997-11-03T07:42:40Z
1,138,1,1997-11-03T07:43:26Z
1,37,2,1997-11-03T07:43:50Z
1,66,4,1997-11-03T07:43:50Z
1,38,3,1997-11-03T07:44:35Z
1,140,1,1997-11-03T07:45:33Z
1,241,4,1997-11-03T07:45:33Z
1,76,4,1997-11-03T07:46:16Z
1,78,1,1997-11-03T07:46:16Z
1,226,3,1997-11-03T07:46:16Z
1,232,3,1997-11-03T07:46:36Z
1,63,2,1997-11-03T07:46:36Z
1,139,3,1997-11-03T07:46:56Z
1,75,4,1997-11-03T07:47:18Z
1,142,2,1997-11-03T07:47:18Z
1,51,4,1997-11-03T07:47:55Z
1,54,3,1997-11-03T07:48:28Z
1,228,5,1997-11-03T07:52:21Z
1,44,5,1997-11-03T07:52:21Z
1,86,5,1997-11-03T07:52:21Z
1,100,5,1997-11-03T07:52:21Z
1,154,5,1997-11-03T07:52:21Z
1,9,5,1997-11-03T07:52:21Z
1,169,5,1997-11-03T07:52:21Z
1,178,5,1997-11-03T07:52:21Z
1,87,5,1997-11-03T07:52:21Z
1,16,5,1997-11-03T07:52:21Z
1,222,4,1997-11-07T03:29:48Z
1,258,5,1997-11-07T03:29:49Z
1,266,1,1998-01-21T01:22:08Z
1,255,2,1998-01-21T01:23:42Z
1,272,3,1998-02-14T04:47:27Z
1,271,2,1998-02-14T04:47:52Z
1,20,4,1998-02-14T04:51:23Z
1,129,5,1998-02-14T04:51:48Z
1,221,5,1998-02-14T04:52:01Z
1,6,5,1998-02-14T04:52:53Z
1,244,2,1998-02-14T04:52:53Z
1,18,4,1998-02-14T04:53:40Z
1,270,5,1998-03-01T06:13:47Z
1,209,4,1998-03-01T06:15:08Z
1,32,5,1998-03-01T06:15:09Z
1,189,3,1998-03-01T06:15:28Z
1,242,5,1998-03-13T01:13:53Z
1,171,5,1998-03-13T01:15:11Z
1,111,5,1998-03-13T01:15:11Z
1,256,4,1998-03-13T01:15:12Z
1,5,3,1998-03-13T01:15:12Z
1,74,1,1998-03-13T01:15:36Z
1,102,2,1998-03-13T01:15:36Z
2,297,4,1998-02-27T03:41:11Z
2,19,3,1998-02-27T03:41:11Z
2,1,4,1998-02-27T03:41:11Z
2,296,3,1998-02-27T03:41:11Z
2,293,4,1998-02-27T03:42:19Z
2,275,5,1998-02-27T03:42:19Z
2,257,4,1998-02-27T03:44:22Z
2,295,4,1998-02-27T03:46:04Z
2,277,4,1998-02-27T03:46:14Z
2,287,3,1998-02-27T03:47:15Z
2,255,4,1998-02-27T03:49:01Z
2,290,3,1998-02-27T03:50:41Z
2,280,3,1998-02-27T03:50:41Z
2,298,3,1998-02-27T03:50:41Z
2,274,3,1998-02-27T03:51:37Z
2,276,4,1998-02-27T03:52:32Z
2,291,3,1998-02-27T03:54:07Z
2,273,4,1998-02-27T03:54:07Z
2,278,3,1998-02-27T03:54:07Z
2,294,1,1998-02-27T03:54:08Z
2,25,4,1998-02-27T03:54:08Z
2,279,4,1998-02-27T03:55:45Z
2,111,4,1998-02-27T03:57:33Z
2,14,4,1998-02-27T03:57:33Z
2,10,2,1998-02-27T03:57:33Z
2,13,4,1998-02-27T03:58:42Z
2,282,4,1998-02-27T03:58:42Z
2,284,4,1998-02-27T04:00:17Z
2,237,4,1998-02-27T04:00:17Z
2,251,5,1998-02-27T04:01:24Z
2,50,5,1998-02-27T04:01:24Z
2,313,5,1998-02-27T04:01:24Z
2,242,5,1998-02-27T04:01:24Z
2,283,5,1998-02-27T04:01:24Z
2,311,5,1998-02-27T04:01:24Z
2,100,5,1998-02-27T04:01:24Z
2,127,5,1998-02-27T04:01:24Z
2,285,5,1998-02-27T04:01:24Z
2,302,5,1998-02-27T04:01:24Z
2,310,4,1998-03-04T02:37:41Z
2,272,5,1998-03-04T02:37:41Z
2,300,4,1998-03-04T02:39:57Z
2,304,4,1998-03-04T02:39:57Z
2,289,3,1998-03-04T02:42:33Z
2,316,5,1998-03-04T02:48:13Z
2,308,3,1998-03-04T02:52:25Z
2,309,1,1998-03-04T02:53:49Z
2,314,1,1998-03-04T02:54:45Z
2,281,3,1998-03-04T02:57:20Z
3,288,2,1998-03-07T02:17:06Z
3,258,2,1998-03-07T02:17:06Z
3,319,2,1998-03-07T02:17:06Z
3,341,1,1998-03-07T02:17:35Z
3,272,2,1998-03-07T02:17:35Z
3,352,2,1998-03-07T02:17:35Z
3,350,3,1998-03-07T02:17:56Z
3,343,3,1998-03-07T02:18:42Z
3,334,3,1998-03-07T02:18:42Z
3,353,1,1998-03-07T02:18:42Z
3,339,3,1998-03-07T02:19:01Z
3,342,4,1998-03-07T02:19:34Z
3,336,1,1998-03-07T02:19:58Z
3,299,3,1998-03-07T02:19:59Z
3,294,2,1998-03-07T02:20:24Z
3,332,1,1998-03-07T02:20:24Z
3,307,3,1998-03-07T02:20:24Z
3,271,3,1998-03-07T02:20:24Z
3,326,2,1998-03-07T02:20:24Z
3,245,1,1998-03-07T02:20:47Z
3,324,2,1998-03-07T02:20:47Z
3,355,3,1998-03-07T02:20:47Z
3,335,1,1998-03-07T02:21:09Z
3,323,2,1998-03-07T02:21:09Z
3,349,3,1998-03-07T02:21:09Z
3,322,3,1998-03-07T02:21:09Z
3,330,2,1998-03-07T02:21:37Z
3,264,2,1998-03-07T02:21:37Z
3,338,2,1998-03-07T02:21:37Z
3,325,1,1998-03-07T02:21:37Z
3,351,3,1998-03-07T02:21:55Z
3,331,4,1998-03-07T02:24:15Z
3,328,5,1998-03-07T02:24:15Z
3,348,4,1998-03-07T02:24:15Z
3,327,4,1998-03-07T02:24:15Z
3,321,5,1998-03-07T02:24:15Z
3,260,4,1998-03-07T02:24:15Z
3,329,4,1998-03-07T02:24:15Z
3,347,5,1998-03-07T02:24:15Z
3,340,5,1998-03-07T02:24:15Z
3,346,5,1998-03-07T02:24:15Z
3,318,4,1998-03-07T02:24:42Z
3,320,5,1998-03-07T02:24:42Z
3,317,2,1998-03-07T02:24:42Z
3,181,4,1998-03-07T02:24:42Z
4,303,5,1998-04-08T02:25:52Z
4,329,5,1998-04-08T02:25:52Z
4,327,5,1998-04-08T02:25:52Z
4,359,5,1998-04-08T02:25:52Z
4,362,5,1998-04-08T02:25:52Z
4,360,5,1998-04-08T02:25:52Z
4,361,5,1998-04-08T02:25:53Z
4,354,5,1998-04-08T02:25:53Z
4,324,5,1998-04-08T02:25:53Z
4,301,5,1998-04-08T02:25:53Z
4,210,3,1998-04-08T02:42:54Z
4,356,3,1998-04-08T02:44:19Z
4,357,4,1998-04-08T02:45:25Z
4,50,5,1998-04-08T02:45:26Z
4,264,3,1998-04-08T02:57:55Z
4,260,4,1998-04-08T02:57:55Z
4,358,2,1998-04-08T02:57:55Z
4,294,5,1998-04-08T03:00:09Z
4,11,4,1998-04-08T03:02:00Z
5,176,3,1997-09-30T16:12:42Z
5,226,3,1997-09-30T16:12:42Z
5,450,1,1997-09-30T16:12:42Z
5,183,4,1997-09-30T16:13:34Z
5,89,5,1997-09-30T16:13:53Z
5,435,4,1997-09-30T16:13:53Z
5,2,3,1997-09-30T16:14:13Z
5,230,3,1997-09-30T16:14:30Z
5,228,5,1997-09-30T16:14:30Z
5,227,4,1997-09-30T16:14:59Z
5,449,2,1997-09-30T16:14:59Z
5,431,3,1997-09-30T16:14:59Z
5,210,3,1997-09-30T16:14:59Z
5,172,5,1997-09-30T16:15:30Z
5,174,5,1997-09-30T16:15:30Z
5,144,3,1997-09-30T16:15:41Z
5,403,3,1997-09-30T16:15:52Z
5,391,4,1997-09-30T16:16:07Z
5,398,2,1997-09-30T16:16:07Z
5,385,4,1997-09-30T16:16:25Z
5,17,4,1997-09-30T16:16:38Z
5,372,3,1997-09-30T16:17:10Z
5,386,2,1997-09-30T16:17:10Z
5,393,2,1997-09-30T16:17:45Z
5,396,5,1997-09-30T16:17:45Z
5,167,2,1997-09-30T16:18:01Z
5,367,3,1997-09-30T16:18:01Z
5,90,3,1997-09-30T16:18:17Z
5,401,5,1997-09-30T16:18:28Z
5,390,5,1997-09-30T16:19:00Z
5,42,5,1997-09-30T16:19:20Z
5,153,5,1997-09-30T16:19:35Z
5,186,5,1997-09-30T16:19:35Z
5,456,1,1997-09-30T16:19:35Z
5,384,3,1997-09-30T16:19:49Z
5,70,4,1997-09-30T16:19:49Z
5,110,1,1997-09-30T16:21:33Z
5,80,2,1997-09-30T16:21:51Z
5,381,1,1997-09-30T16:22:20Z
5,364,1,1997-09-30T16:22:51Z
5,209,5,1997-09-30T16:22:51Z
5,451,1,1997-09-30T16:22:51Z
5,382,5,1997-09-30T16:23:07Z
5,428,5,1997-09-30T16:23:08Z
5,383,3,1997-09-30T16:23:08Z
5,211,4,1997-09-30T16:23:51Z
5,430,5,1997-09-30T16:23:51Z
5,433,5,1997-09-30T16:24:15Z
5,239,4,1997-09-30T16:24:15Z
5,173,4,1997-09-30T16:24:35Z
5,208,4,1997-09-30T16:24:35Z
5,204,4,1997-09-30T16:24:35Z
5,154,3,1997-09-30T16:24:51Z
5,168,3,1997-09-30T16:24:51Z
5,414,3,1997-09-30T16:24:51Z
5,422,4,1997-09-30T16:26:07Z
5,423,4,1997-09-30T16:26:33Z
5,432,4,1997-09-30T16:26:33Z
5,143,3,1997-09-30T16:26:55Z
5,419,3,1997-09-30T16:26:55Z
5,417,3,1997-09-30T16:27:10Z
5,415,1,1997-09-30T16:27:22Z
5,374,3,1997-09-30T16:28:25Z
5,29,4,1997-09-30T16:30:23Z
5,434,5,1997-09-30T16:30:33Z
5,365,1,1997-09-30T16:32:24Z
5,366,3,1997-09-30T16:32:25Z
5,380,3,1997-09-30T16:33:11Z
5,392,2,1997-09-30T16:35:30Z
5,387,3,1997-09-30T16:36:59Z
5,429,3,1997-09-30T16:37:09Z
5,425,2,1997-09-30T16:37:20Z
5,214,3,1997-09-30T16:38:05Z
5,135,4,1997-09-30T16:38:56Z
5,62,4,1997-09-30T16:39:35Z
5,375,3,1997-09-30T16:39:47Z
5,98,3,1997-10-01T15:44:51Z
5,234,2,1997-10-01T15:44:52Z
5,185,3,1997-10-01T15:44:52Z
5,448,2,1997-10-01T15:44:52Z
5,436,5,1997-10-01T15:45:17Z
5,200,2,1997-10-01T15:45:17Z
5,445,3,1997-10-01T15:45:44Z
5,219,3,1997-10-01T15:45:44Z
5,443,4,1997-10-01T15:45:44Z
5,447,3,1997-10-01T15:45:44Z
5,444,2,1997-10-01T15:46:02Z
5,370,1,1997-10-01T15:46:54Z
5,379,3,1997-10-01T15:46:54Z
5,441,1,1997-10-01T15:47:10Z
5,145,1,1997-10-01T15:47:10Z
5,446,4,1997-10-01T15:47:25Z
5,402,1,1997-10-01T15:49:07Z
5,241,1,1997-10-01T15:49:08Z
5,371,1,1997-10-01T15:49:27Z
5,216,1,1997-10-01T15:49:27Z
5,421,1,1997-10-01T15:50:19Z
5,66,1,1997-10-01T15:50:19Z
5,427,3,1997-10-01T15:52:47Z
5,378,1,1997-10-01T15:52:47Z
5,95,4,1997-10-01T15:52:48Z
5,420,3,1997-10-01T15:52:48Z
5,102,3,1997-10-01T15:53:16Z
5,416,1,1997-10-01T15:53:16Z
5,418,3,1997-10-01T15:53:36Z
5,99,3,1997-10-01T15:53:36Z
5,404,2,1997-10-01T15:53:36Z
5,139,3,1997-10-01T15:54:20Z
5,389,1,1997-10-01T15:55:15Z
5,454,1,1997-10-01T15:57:12Z
5,69,1,1997-10-01T15:59:15Z
5,162,1,1997-10-01T15:59:32Z
5,233,4,1997-10-01T18:04:24Z
5,243,1,1997-11-06T19:22:44Z
5,259,1,1997-11-06T19:23:28Z
5,452,1,1997-11-06T19:26:37Z
5,439,1,1997-11-06T19:27:03Z
5,440,1,1997-11-06T19:27:03Z
5,437,1,1997-11-06T19:27:03Z
5,438,1,1997-11-06T19:27:03Z
5,408,5,1997-11-06T19:28:15Z
5,169,5,1997-11-06T19:28:15Z
5,189,5,1997-11-06T19:28:15Z
5,426,3,1997-11-06T19:28:30Z
5,101,5,1997-11-06T19:28:30Z
5,377,1,1997-11-06T19:30:15Z
5,63,1,1997-11-06T19:30:29Z
5,400,1,1997-11-06T19:30:30Z
5,94,3,1997-11-06T19:30:51Z
5,409,2,1997-11-06T19:30:51Z
5,194,4,1997-11-06T19:39:57Z
5,163,5,1997-11-10T21:37:44Z
5,394,2,1997-11-10T21:40:31Z
5,376,2,1997-11-10T21:40:45Z
5,40,4,1997-11-10T21:41:49Z
5,410,1,1997-11-10T21:43:03Z
5,24,4,1997-11-10T21:43:49Z
5,453,1,1997-11-10T21:54:58Z
5,388,2,1997-11-10T21:54:58Z
5,457,1,1997-11-10T21:54:58Z
5,442,1,1997-11-10T21:54:58Z
5,395,2,1997-11-10T21:54:58Z
6,477,1,1997-12-31T20:18:29Z
6,246,3,1997-12-31T20:18:29Z
6,508,3,1997-12-31T20:18:50Z
6,151,3,1997-12-31T20:19:18Z
6,471,2,1997-12-31T20:19:18Z
6,298,3,1997-12-31T20:19:18Z
6,284,2,1997-12-31T20:19:50Z
6,125,3,1997-12-31T20:21:10Z
6,410,4,1997-12-31T20:21:47Z
6,533,4,1997-12-31T20:23:50Z
6,458,1,1997-12-31T20:25:14Z
6,237,2,1997-12-31T20:25:14Z
6,294,2,1997-12-31T20:25:38Z
6,472,1,1997-12-31T20:26:43Z
6,460,2,1997-12-31T20:26:44Z
6,535,2,1997-12-31T20:27:10Z
6,532,3,1997-12-31T20:27:46Z
6,405,1,1997-12-31T20:27:46Z
6,473,2,1997-12-31T20:28:31Z
6,21,3,1997-12-31T20:29:12Z
6,476,1,1997-12-31T20:29:35Z
6,301,2,1997-12-31T20:33:26Z
6,308,3,1997-12-31T20:34:05Z
6,64,4,1997-12-31T20:36:37Z
6,524,3,1997-12-31T20:37:12Z
6,514,5,1997-12-31T20:37:37Z
6,8,4,1997-12-31T20:37:37Z
6,98,5,1997-12-31T20:38:00Z
6,427,4,1997-12-31T20:38:27Z
6,135,5,1997-12-31T20:39:07Z
6,165,5,1997-12-31T20:39:07Z
6,79,3,1997-12-31T20:39:07Z
6,223,4,1997-12-31T20:39:07Z
6,531,4,1997-12-31T20:39:07Z
6,487,5,1997-12-31T20:39:45Z
6,510,4,1997-12-31T20:39:45Z
6,178,4,1997-12-31T20:39:45Z
6,177,4,1997-12-31T20:40:18Z
6,136,5,1997-12-31T20:40:42Z
6,50,4,1997-12-31T20:40:42Z
6,89,4,1997-12-31T20:40:42Z
6,527,4,1997-12-31T20:41:17Z
6,205,3,1997-12-31T20:41:18Z
6,513,4,1997-12-31T20:41:53Z
6,481,5,1997-12-31T20:41:54Z
6,187,4,1997-12-31T20:41:54Z
6,192,4,1997-12-31T20:41:54Z
6,462,5,1997-12-31T20:41:54Z
6,169,4,1997-12-31T20:42:23Z
6,47,3,1997-12-31T20:42:23Z
6,318,4,1997-12-31T20:43:05Z
6,520,4,1997-12-31T20:43:05Z
6,174,4,1997-12-31T20:43:05Z
6,484,5,1997-12-31T20:43:31Z
6,489,5,1997-12-31T20:43:31Z
6,143,2,1997-12-31T20:44:13Z
6,498,4,1997-12-31T20:44:13Z
6,479,5,1997-12-31T20:44:13Z
6,12,4,1997-12-31T20:44:13Z
6,71,4,1997-12-31T20:44:13Z
6,191,4,1997-12-31T20:44:48Z
6,497,4,1997-12-31T20:44:48Z
6,492,5,1997-12-31T20:44:49Z
6,480,4,1997-12-31T20:44:49Z
6,469,5,1997-12-31T20:45:55Z
6,211,5,1997-12-31T20:45:55Z
6,504,3,1997-12-31T20:45:55Z
6,512,4,1997-12-31T20:45:55Z
6,496,4,1997-12-31T20:45:55Z
6,525,5,1997-12-31T20:46:43Z
6,199,4,1997-12-31T20:46:43Z
6,197,5,1997-12-31T20:46:43Z
6,482,4,1997-12-31T20:46:43Z
6,530,4,1997-12-31T20:46:43Z
6,69,3,1997-12-31T20:47:57Z
6,500,4,1997-12-31T20:47:57Z
6,56,4,1997-12-31T20:47:57Z
6,521,4,1997-12-31T20:47:57Z
6,204,3,1997-12-31T20:47:57Z
6,474,5,1997-12-31T20:47:57Z
6,537,4,1997-12-31T20:47:57Z
6,507,4,1997-12-31T20:48:30Z
6,180,4,1997-12-31T20:48:31Z
6,32,4,1997-12-31T20:48:31Z
6,183,4,1997-12-31T20:48:31Z
6,23,4,1997-12-31T20:49:25Z
6,189,3,1997-12-31T20:49:25Z
6,194,4,1997-12-31T20:49:25Z
6,519,5,1997-12-31T20:49:25Z
6,464,2,1997-12-31T20:49:25Z
6,490,5,1997-12-31T20:49:25Z
6,495,4,1997-12-31T20:49:26Z
6,511,5,1997-12-31T20:49:53Z
6,461,4,1997-12-31T20:49:53Z
6,185,5,1997-12-31T20:49:53Z
6,175,4,1997-12-31T20:50:26Z
6,488,5,1997-12-31T20:50:26Z
6,166,4,1997-12-31T20:50:26Z
6,70,3,1997-12-31T20:50:27Z
6,486,4,1997-12-31T20:50:27Z
6,133,4,1997-12-31T20:50:59Z
6,529,4,1997-12-31T20:50:59Z
6,483,5,1997-12-31T20:51:40Z
6,522,5,1997-12-31T20:51:40Z
6,216,5,1997-12-31T20:51:40Z
6,523,5,1997-12-31T20:52:08Z
6,193,3,1997-12-31T20:52:09Z
6,435,4,1997-12-31T20:52:09Z
6,463,4,1997-12-31T20:55:13Z
6,209,4,1997-12-31T20:55:13Z
6,432,4,1997-12-31T20:55:13Z
6,238,5,1997-12-31T20:55:13Z
6,59,5,1997-12-31T20:55:13Z
6,494,4,1997-12-31T20:55:13Z
6,493,5,1997-12-31T20:55:13Z
6,131,5,1997-12-31T21:00:48Z
6,22,3,1997-12-31T21:00:48Z
6,95,2,1997-12-31T21:02:13Z
6,503,3,1997-12-31T21:02:13Z
6,528,4,1997-12-31T21:02:54Z
6,506,4,1997-12-31T21:02:54Z
6,87,4,1997-12-31T21:02:54Z
6,491,4,1997-12-31T21:02:54Z
6,317,3,1997-12-31T21:02:54Z
6,468,3,1997-12-31T21:02:54Z
6,517,4,1997-12-31T21:03:32Z
6,156,3,1997-12-31T21:03:32Z
6,134,5,1997-12-31T21:04:43Z
6,499,4,1997-12-31T21:04:43Z
6,195,4,1997-12-31T21:04:43Z
6,81,4,1997-12-31T21:04:43Z
6,467,4,1997-12-31T21:04:44Z
6,419,4,1997-12-31T21:04:44Z
6,357,4,1997-12-31T21:07:02Z
6,466,4,1997-12-31T21:07:02Z
6,208,4,1997-12-31T21:07:02Z
6,200,3,1997-12-31T21:07:02Z
6,505,4,1997-12-31T21:07:02Z
6,132,5,1997-12-31T21:07:02Z
6,188,3,1997-12-31T21:07:42Z
6,213,4,1997-12-31T21:07:42Z
6,173,5,1997-12-31T21:07:42Z
6,423,3,1997-12-31T21:08:21Z
6,274,4,1997-12-31T21:08:21Z
6,170,4,1997-12-31T21:09:34Z
6,526,3,1997-12-31T21:09:56Z
6,509,4,1997-12-31T21:11:04Z
6,485,5,1997-12-31T21:11:04Z
6,516,4,1997-12-31T21:11:04Z
6,502,4,1997-12-31T21:11:04Z
6,470,3,1997-12-31T21:11:30Z
6,367,2,1997-12-31T21:11:30Z
6,202,3,1997-12-31T21:11:30Z
6,154,3,1997-12-31T21:12:10Z
6,501,5,1997-12-31T21:12:10Z
6,186,4,1997-12-31T21:12:10Z
6,478,4,1997-12-31T21:12:42Z
6,203,3,1997-12-31T21:14:24Z
6,168,4,1997-12-31T21:14:25Z
6,425,3,1997-12-31T21:14:25Z
6,19,4,1997-12-31T21:16:05Z
6,86,3,1997-12-31T21:16:53Z
6,28,2,1997-12-31T21:16:53Z
6,153,4,1997-12-31T21:16:53Z
6,518,3,1997-12-31T21:17:22Z
6,539,2,1998-01-01T19:03:53Z
6,465,1,1998-01-01T19:38:28Z
6,272,4,1998-01-02T05:01:44Z
7,636,4,1998-03-31T13:36:24Z
7,655,5,1998-03-31T13:36:24Z
7,196,5,1998-03-31T13:37:12Z
7,491,5,1998-03-31T13:37:12Z
7,56,5,1998-03-31T13:37:12Z
7,9,5,1998-03-31T13:37:12Z
7,82,3,1998-03-31T13:37:51Z
7,201,2,1998-03-31T13:37:51Z
7,436,5,1998-03-31T13:37:51Z
7,499,4,1998-03-31T13:37:52Z
7,633,5,1998-03-31T13:38:29Z
7,168,5,1998-03-31T13:38:29Z
7,423,5,1998-03-31T13:38:29Z
7,656,3,1998-03-31T13:38:29Z
7,431,4,1998-03-31T13:39:07Z
7,273,3,1998-03-31T13:39:07Z
7,604,3,1998-03-31T13:39:07Z
7,135,5,1998-03-31T13:39:07Z
7,68,4,1998-03-31T13:39:07Z
7,385,5,1998-03-31T13:39:45Z
7,166,3,1998-03-31T13:39:45Z
7,205,5,1998-03-31T13:39:45Z
7,615,4,1998-03-31T13:39:45Z
7,661,5,1998-03-31T13:40:24Z
